temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria
35.6,84.99,75.03,0.06,2024-10-19,15:44:00,32.52
19.25,60.46,522.27,0.5,2024-10-19,15:48:00,36.22
20.11,71.05,170.7,0.08,2024-10-19,15:52:00,36.7
39.16,87.29,99.21,1.38,2024-10-19,15:56:00,32.71
48.14,83.48,359.59,0.19,2024-10-19,16:00:00,34.79
6.33,85.61,577.99,0.52,2024-10-19,16:04:00,34.49
21.03,88.41,200.72,0.47,2024-10-19,16:08:00,36.97
24.05,87.41,199.03,0.92,2024-10-19,16:12:00,35.56
18.82,83.88,600.39,0.26,2024-10-19,16:16:00,36.11
18.16,75.39,106.44,0.29,2024-10-19,16:20:00,33.94
2.61,94.43,444.04,0.48,2024-10-19,16:24:00,35.49
34.28,79.92,687.61,0.2,2024-10-19,16:28:00,36.4
21.81,67.1,605.74,0.3,2024-10-19,16:32:00,39.28
9.74,70.25,44.51,0.22,2024-10-19,16:36:00,33.56
40.8,84.27,230.34,0.57,2024-10-19,16:40:00,33.9
40.13,92.37,102.51,0.78,2024-10-19,16:44:00,33.15
24.32,66.26,683.45,0.99,2024-10-19,16:48:00,33.72
14.92,62.88,709.88,0.94,2024-10-19,16:52:00,37.37
31.9,90.85,169.19,0.65,2024-10-19,16:56:00,32.94
14.41,92.03,482.18,0.64,2024-10-19,17:00:00,35.37
11.8,69.67,605.97,0.63,2024-10-19,17:04:00,36.58
36.53,73.21,168.25,0.42,2024-10-19,17:08:00,36.98
2.02,83.11,135.13,0.15,2024-10-19,17:12:00,37.48
4.74,71.55,8.07,1.2,2024-10-19,17:16:00,35.5
0.34,90.7,296.61,0.63,2024-10-19,17:20:00,35.3
7.65,63.77,647.59,0.79,2024-10-19,17:24:00,33.41
3.45,61.33,650.15,0.28,2024-10-19,17:28:00,30.6
49.79,67.3,91.98,1.77,2024-10-19,17:32:00,33.34
14.44,70.01,147.13,1.09,2024-10-19,17:36:00,34.84
7.46,63.95,293.79,0.32,2024-10-19,17:40:00,36.54
12.05,62.3,562.05,0.26,2024-10-19,17:44:00,37.51
46.81,86.45,440.53,0.79,2024-10-19,17:48:00,34.51
26.01,65.75,369.97,0.42,2024-10-19,17:52:00,36.74
18.24,91.99,426.19,0.57,2024-10-19,17:56:00,34.82
43.67,72.88,69.26,1.16,2024-10-19,18:00:00,34.89
19.75,83.47,343.92,0.56,2024-10-19,18:04:00,33.87
16.75,67.89,714.29,0.4,2024-10-19,18:08:00,33.51
10.36,68.41,63.68,0.65,2024-10-19,18:12:00,33.29
18.89,80.11,373.86,0.1,2024-10-19,18:16:00,33.34
15.83,79.62,212.87,0.54,2024-10-19,18:20:00,33.08
33.87,86.91,388.74,0.12,2024-10-19,18:24:00,36.13
14.48,86.52,413.15,0.74,2024-10-19,18:28:00,36.96
28.86,83.47,415.78,0.42,2024-10-19,18:32:00,32.89
3.29,75.72,613.59,1.36,2024-10-19,18:36:00,32.62
9.56,91.17,280.62,1.04,2024-10-19,18:40:00,34.02
20.37,81.79,371.77,0.56,2024-10-19,18:44:00,32.64
46.85,94.66,7.87,1.45,2024-10-19,18:48:00,32.34
18.86,88.68,568.48,0.31,2024-10-19,18:52:00,33.67
33.2,61.55,186.83,0.19,2024-10-19,18:56:00,34.85
12.75,71.22,587.92,0.39,2024-10-19,19:00:00,34.82
6.35,80.02,191.26,0.39,2024-10-19,19:04:00,33.72
2.93,85.25,7.77,0.41,2024-10-19,19:08:00,33.29
15.27,79.26,111.48,0.49,2024-10-19,19:12:00,35.55
7.88,87.51,709.69,0.08,2024-10-19,19:16:00,35.1
8.7,69.89,230.26,0.24,2024-10-19,19:20:00,34.66
38.04,66.44,78.35,0.3,2024-10-19,19:24:00,33.18
0.79,61.89,85.51,1.43,2024-10-19,19:28:00,36.96
27.89,80.07,223.45,0.3,2024-10-19,19:32:00,31.67
18.97,84.1,27.1,0.32,2024-10-19,19:36:00,33.16
25.33,71.42,368.27,0.77,2024-10-19,19:40:00,32.3
28.14,81.48,153.89,0.4,2024-10-19,19:44:00,34.27
15.67,61.83,373.9,1.68,2024-10-19,19:48:00,32.92
14.76,63.48,101.35,0.82,2024-10-19,19:52:00,34.44
36.67,84.56,309.5,0.73,2024-10-19,19:56:00,35.29
43.56,72.88,430.5,0.1,2024-10-19,20:00:00,36.76
9.63,83.5,44.64,0.59,2024-10-19,20:04:00,34.65
4.88,89.11,287.1,0.51,2024-10-19,20:08:00,34.62
44.89,89.84,217.82,0.94,2024-10-19,20:12:00,35.07
17.49,66.03,173.06,0.75,2024-10-19,20:16:00,29.63
27.57,77.02,435.26,0.66,2024-10-19,20:20:00,34.31
17.98,85.69,423.75,0.61,2024-10-19,20:24:00,31.97
6.29,87.09,454.1,0.3,2024-10-19,20:28:00,32.88
29.47,87.46,114.4,0.19,2024-10-19,20:32:00,33.93
26.26,67.99,205.71,0.63,2024-10-19,20:36:00,36.07
10.15,66.74,150.97,0.2,2024-10-19,20:40:00,30.62
22.59,80.65,389.16,0.48,2024-10-19,20:44:00,34.62
39.85,85.94,331.97,1.27,2024-10-19,20:48:00,34.34
29.52,71.17,237.81,1.44,2024-10-19,20:52:00,34.99
4.85,63.66,565.93,0.39,2024-10-19,20:56:00,38.59
27.4,85.09,67.66,0.99,2024-10-19,21:00:00,37.23
35.14,70.49,701.93,0.48,2024-10-19,21:04:00,34.69
39.64,65.82,83.91,0.19,2024-10-19,21:08:00,35.22
31.46,65.17,556.61,0.48,2024-10-19,21:12:00,34.02
7.63,71.02,265.13,2.09,2024-10-19,21:16:00,35.6
35.51,80.74,622.99,0.71,2024-10-19,21:20:00,34.14
33.87,72.54,53.4,0.23,2024-10-19,21:24:00,34.92
1.22,60.72,269.8,0.62,2024-10-19,21:28:00,32.73
20.59,63.39,241.52,0.85,2024-10-19,21:32:00,34.51
16.65,70.17,715.07,0.99,2024-10-19,21:36:00,36.77
33.47,83.09,709.6,0.39,2024-10-19,21:40:00,35.17
10.81,63.45,136.66,1.47,2024-10-19,21:44:00,34.26
29.54,79.62,453.56,0.44,2024-10-19,21:48:00,28.21
45.66,64.2,385.57,0.62,2024-10-19,21:52:00,34.78
39.89,67.41,111.15,0.1,2024-10-19,21:56:00,33.83
46.07,66.03,120.8,1.19,2024-10-19,22:00:00,31.85
48.93,62.35,712.26,0.16,2024-10-19,22:04:00,33.85
0.53,83.5,325.97,0.8,2024-10-19,22:08:00,33.85
31.14,76.22,90.58,0.33,2024-10-19,22:12:00,33.98
20.64,89.09,154.65,0.16,2024-10-19,22:16:00,35.45
42.99,63.46,193.21,0.34,2024-10-19,22:20:00,33.53
12.59,65.07,367.86,0.1,2024-10-19,22:24:00,33.45
49.05,70.73,241.59,0.27,2024-10-19,22:28:00,33.23
30.69,86.81,327.61,0.29,2024-10-19,22:32:00,34.42
39.68,70.7,119.88,0.17,2024-10-19,22:36:00,35.0
4.28,74.29,235.24,0.6,2024-10-19,22:40:00,36.49
9.17,70.56,50.63,0.46,2024-10-19,22:44:00,34.96
37.92,62.81,640.59,0.6,2024-10-19,22:48:00,36.05
1.1,92.88,143.1,0.3,2024-10-19,22:52:00,35.58
40.84,79.2,544.97,0.4,2024-10-19,22:56:00,34.19
0.7,87.57,251.68,0.15,2024-10-19,23:00:00,32.42
32.86,83.04,341.57,0.28,2024-10-19,23:04:00,34.67
18.25,78.0,209.71,0.16,2024-10-19,23:08:00,36.97
30.57,63.14,501.44,0.36,2024-10-19,23:12:00,36.02
34.8,82.5,608.07,0.28,2024-10-19,23:16:00,36.4
17.12,65.44,206.11,0.8,2024-10-19,23:20:00,30.15
5.4,74.5,174.4,0.86,2024-10-19,23:24:00,29.89
3.48,82.02,490.64,0.55,2024-10-19,23:28:00,32.85
29.45,87.38,140.51,0.84,2024-10-19,23:32:00,34.76
26.03,83.98,460.68,0.58,2024-10-19,23:36:00,33.05
37.11,83.5,67.99,0.31,2024-10-19,23:40:00,33.39
25.49,65.22,446.5,0.51,2024-10-19,23:44:00,30.83
21.12,72.11,369.65,1.31,2024-10-19,23:48:00,32.56
19.9,61.5,82.01,0.94,2024-10-19,23:52:00,31.99
1.32,85.18,467.35,0.49,2024-10-19,23:56:00,32.05
16.78,93.34,321.52,0.1,2024-10-20,00:00:00,32.28
48.8,69.24,156.32,1.6,2024-10-20,00:04:00,31.55
43.68,63.07,254.44,0.42,2024-10-20,00:08:00,28.94
16.47,76.64,354.31,1.03,2024-10-20,00:12:00,36.55
29.39,89.98,65.92,0.47,2024-10-20,00:16:00,33.49
42.36,79.32,689.48,1.14,2024-10-20,00:20:00,32.34
22.06,61.64,479.2,0.6,2024-10-20,00:24:00,33.42
0.9,94.1,73.83,0.11,2024-10-20,00:28:00,34.36
3.73,89.0,592.46,0.39,2024-10-20,00:32:00,33.92
25.52,64.61,232.24,0.6,2024-10-20,00:36:00,32.21
48.47,92.26,429.7,0.55,2024-10-20,00:40:00,35.66
34.66,75.77,199.54,0.94,2024-10-20,00:44:00,32.48
3.55,73.02,528.05,0.6,2024-10-20,00:48:00,33.19
9.47,76.14,520.57,0.49,2024-10-20,00:52:00,37.1
38.57,89.21,397.47,0.18,2024-10-20,00:56:00,37.76
42.07,83.08,173.47,1.5,2024-10-20,01:00:00,35.93
30.88,62.07,182.67,0.38,2024-10-20,01:04:00,32.29
32.22,93.52,275.66,0.29,2024-10-20,01:08:00,32.77
1.42,65.17,104.41,0.2,2024-10-20,01:12:00,32.05
41.43,86.09,243.11,0.27,2024-10-20,01:16:00,33.13
39.41,82.26,492.74,0.89,2024-10-20,01:20:00,34.66
12.95,66.56,598.21,0.13,2024-10-20,01:24:00,29.83
35.43,65.98,239.46,0.35,2024-10-20,01:28:00,31.51
10.74,90.46,168.18,0.07,2024-10-20,01:32:00,33.79
2.02,74.69,599.5,0.24,2024-10-20,01:36:00,33.37
10.06,82.91,641.31,0.29,2024-10-20,01:40:00,32.66
8.93,77.64,295.22,0.26,2024-10-20,01:44:00,30.75
16.89,85.46,19.37,0.2,2024-10-20,01:48:00,32.35
20.92,76.77,500.37,1.22,2024-10-20,01:52:00,32.56
25.43,70.06,564.5,0.29,2024-10-20,01:56:00,30.86
23.84,72.72,12.98,0.86,2024-10-20,02:00:00,31.84
13.53,90.07,428.42,0.32,2024-10-20,02:04:00,33.12
1.46,76.38,423.63,0.16,2024-10-20,02:08:00,34.44
30.26,67.47,272.67,0.76,2024-10-20,02:12:00,35.32
19.79,92.71,539.83,1.01,2024-10-20,02:16:00,31.39
14.93,87.88,308.29,0.16,2024-10-20,02:20:00,32.77
43.35,61.95,487.28,0.71,2024-10-20,02:24:00,32.97
37.34,94.96,372.32,0.38,2024-10-20,02:28:00,33.06
42.89,84.32,178.89,1.66,2024-10-20,02:32:00,32.92
24.75,65.61,436.68,0.95,2024-10-20,02:36:00,31.1
6.55,68.3,530.57,1.33,2024-10-20,02:40:00,34.38
34.81,84.24,701.21,0.32,2024-10-20,02:44:00,32.8
10.3,87.29,273.68,1.39,2024-10-20,02:48:00,33.48
22.06,68.37,46.42,0.82,2024-10-20,02:52:00,33.57
3.25,68.99,711.34,0.54,2024-10-20,02:56:00,32.19
41.27,70.75,449.14,0.76,2024-10-20,03:00:00,34.92
6.3,80.93,681.44,0.2,2024-10-20,03:04:00,32.48
45.15,66.01,74.76,0.54,2024-10-20,03:08:00,33.71
43.21,63.65,246.26,0.38,2024-10-20,03:12:00,33.56
23.23,83.76,96.43,1.02,2024-10-20,03:16:00,33.88
37.22,87.27,601.57,0.05,2024-10-20,03:20:00,35.5
30.97,77.53,633.85,0.53,2024-10-20,03:24:00,31.9
40.15,72.73,360.94,0.34,2024-10-20,03:28:00,33.32
21.59,75.12,134.36,1.48,2024-10-20,03:32:00,33.25
39.29,73.59,91.53,0.42,2024-10-20,03:36:00,32.74
23.12,93.6,423.48,0.39,2024-10-20,03:40:00,34.29
47.05,86.88,364.59,0.54,2024-10-20,03:44:00,30.98
24.32,67.28,500.25,0.78,2024-10-20,03:48:00,36.09
23.13,73.45,219.75,0.09,2024-10-20,03:52:00,36.18
39.25,79.04,289.7,0.14,2024-10-20,03:56:00,32.02
41.08,81.45,15.38,1.48,2024-10-20,04:00:00,33.08
27.72,76.39,439.3,0.56,2024-10-20,04:04:00,29.68
8.99,88.35,304.66,2.21,2024-10-20,04:08:00,31.95
23.39,86.87,662.23,0.22,2024-10-20,04:12:00,37.87
48.4,77.68,462.09,0.71,2024-10-20,04:16:00,34.44
37.65,89.91,287.06,0.56,2024-10-20,04:20:00,34.6
40.56,86.29,189.78,1.21,2024-10-20,04:24:00,32.24
1.64,87.25,651.81,0.12,2024-10-20,04:28:00,33.01
23.39,93.47,11.71,1.49,2024-10-20,04:32:00,33.09
32.33,69.33,235.38,0.52,2024-10-20,04:36:00,30.4
41.5,69.37,679.32,0.45,2024-10-20,04:40:00,33.43
2.46,91.11,470.9,0.7,2024-10-20,04:44:00,34.69
42.62,87.03,383.56,0.43,2024-10-20,04:48:00,36.71
27.42,92.43,146.54,0.54,2024-10-20,04:52:00,33.65
9.87,62.21,600.03,1.1,2024-10-20,04:56:00,32.89
15.86,81.97,147.02,0.2,2024-10-20,05:00:00,32.89
14.1,65.06,178.74,0.68,2024-10-20,05:04:00,33.88
26.54,77.64,138.13,0.7,2024-10-20,05:08:00,34.68
2.58,65.45,113.87,1.54,2024-10-20,05:12:00,35.26
7.93,64.48,686.38,0.37,2024-10-20,05:16:00,28.87
40.63,60.43,433.46,0.02,2024-10-20,05:20:00,35.24
6.63,82.06,459.24,0.32,2024-10-20,05:24:00,30.7
11.67,72.57,687.11,0.25,2024-10-20,05:28:00,31.13
22.67,63.68,166.01,1.36,2024-10-20,05:32:00,32.67
25.86,71.3,4.26,0.01,2024-10-20,05:36:00,34.08
38.18,65.91,431.2,0.99,2024-10-20,05:40:00,30.45
22.37,92.96,365.65,0.63,2024-10-20,05:44:00,31.88
39.49,71.2,343.91,0.15,2024-10-20,05:48:00,33.63
30.92,71.69,44.55,0.66,2024-10-20,05:52:00,34.01
5.65,89.4,327.19,0.07,2024-10-20,05:56:00,33.96
7.82,82.67,207.04,0.8,2024-10-20,06:00:00,34.92
21.85,84.86,197.69,0.44,2024-10-20,06:04:00,35.31
19.84,82.26,160.11,0.04,2024-10-20,06:08:00,33.23
37.18,93.12,239.42,0.14,2024-10-20,06:12:00,32.87
29.04,67.25,254.26,0.82,2024-10-20,06:16:00,31.41
19.41,94.62,222.32,1.59,2024-10-20,06:20:00,31.84
8.54,89.08,704.7,1.62,2024-10-20,06:24:00,30.26
11.34,80.61,671.57,1.02,2024-10-20,06:28:00,35.76
28.78,83.18,413.65,0.1,2024-10-20,06:32:00,32.83
21.17,82.71,706.36,1.13,2024-10-20,06:36:00,34.45
25.75,62.04,713.66,1.76,2024-10-20,06:40:00,38.31
8.53,67.63,256.28,1.35,2024-10-20,06:44:00,37.4
33.15,93.65,320.54,0.63,2024-10-20,06:48:00,35.15
42.63,78.7,690.52,0.18,2024-10-20,06:52:00,32.18
12.9,73.24,438.21,1.09,2024-10-20,06:56:00,34.52
24.58,86.67,153.31,0.47,2024-10-20,07:00:00,32.9
48.78,78.36,496.35,0.47,2024-10-20,07:04:00,31.03
16.66,60.46,148.14,0.49,2024-10-20,07:08:00,31.07
29.75,85.77,244.34,0.5,2024-10-20,07:12:00,34.59
4.51,85.63,163.84,0.16,2024-10-20,07:16:00,34.35
30.3,65.78,176.39,0.36,2024-10-20,07:20:00,35.31
4.48,93.48,3.35,1.49,2024-10-20,07:24:00,32.39
47.96,67.84,634.11,0.48,2024-10-20,07:28:00,31.97
35.78,76.02,213.11,0.34,2024-10-20,07:32:00,30.67
39.41,64.02,62.19,0.22,2024-10-20,07:36:00,29.53
35.21,81.11,62.63,0.21,2024-10-20,07:40:00,31.14
29.49,73.14,400.33,0.83,2024-10-20,07:44:00,31.52
22.5,72.36,714.9,0.62,2024-10-20,07:48:00,30.54
42.92,88.94,104.42,0.57,2024-10-20,07:52:00,31.78
47.84,60.33,71.73,0.81,2024-10-20,07:56:00,36.59
24.95,87.93,315.58,0.99,2024-10-20,08:00:00,31.42
46.58,80.0,405.6,0.51,2024-10-20,08:04:00,29.09
29.17,94.51,211.95,0.89,2024-10-20,08:08:00,33.08
26.92,80.63,217.82,0.29,2024-10-20,08:12:00,34.05
22.72,61.94,305.62,1.09,2024-10-20,08:16:00,30.99
10.46,61.77,226.18,0.42,2024-10-20,08:20:00,34.27
0.19,90.91,659.04,1.61,2024-10-20,08:24:00,36.35
12.08,89.44,30.21,0.47,2024-10-20,08:28:00,32.27
25.49,72.11,168.89,0.18,2024-10-20,08:32:00,34.22
19.0,81.63,582.16,0.62,2024-10-20,08:36:00,34.57
22.42,77.14,600.45,0.45,2024-10-20,08:40:00,33.53
49.03,93.85,80.32,0.14,2024-10-20,08:44:00,34.52
17.51,93.25,701.11,1.67,2024-10-20,08:48:00,33.76
22.61,94.43,499.22,0.43,2024-10-20,08:52:00,30.8
6.68,90.33,196.27,0.14,2024-10-20,08:56:00,28.2
2.4,91.83,328.35,0.44,2024-10-20,09:00:00,33.05
38.77,67.6,213.94,0.29,2024-10-20,09:04:00,32.2
28.53,89.09,108.02,0.33,2024-10-20,09:08:00,29.4
38.04,84.81,209.65,0.67,2024-10-20,09:12:00,32.22
7.49,93.7,417.67,0.25,2024-10-20,09:16:00,32.37
28.59,79.99,594.7,0.98,2024-10-20,09:20:00,33.23
12.68,62.98,261.74,0.29,2024-10-20,09:24:00,34.85
11.4,80.91,250.49,0.21,2024-10-20,09:28:00,31.0
0.58,84.03,336.96,0.54,2024-10-20,09:32:00,28.48
6.52,67.71,464.08,0.1,2024-10-20,09:36:00,31.8
15.46,73.79,541.16,0.44,2024-10-20,09:40:00,34.22
5.84,80.95,235.3,0.4,2024-10-20,09:44:00,35.26
49.29,73.09,422.17,0.36,2024-10-20,09:48:00,31.37
15.43,73.12,280.34,0.17,2024-10-20,09:52:00,33.74
6.52,64.66,515.81,0.25,2024-10-20,09:56:00,30.36
9.95,92.93,118.57,0.99,2024-10-20,10:00:00,32.57
29.39,86.27,184.99,0.21,2024-10-20,10:04:00,26.85
3.2,60.04,306.76,1.12,2024-10-20,10:08:00,31.88
43.12,86.8,640.38,0.85,2024-10-20,10:12:00,33.17
48.07,85.89,412.79,0.4,2024-10-20,10:16:00,31.6
12.34,60.34,695.09,1.14,2024-10-20,10:20:00,29.71
22.5,72.94,74.36,0.69,2024-10-20,10:24:00,32.66
1.11,81.24,331.33,0.42,2024-10-20,10:28:00,36.12
32.04,75.85,301.74,0.23,2024-10-20,10:32:00,30.83
20.7,87.23,432.15,0.47,2024-10-20,10:36:00,31.05
13.5,74.89,584.61,1.4,2024-10-20,10:40:00,31.99
10.34,65.39,605.84,0.46,2024-10-20,10:44:00,35.79
32.7,94.17,482.54,1.65,2024-10-20,10:48:00,29.79
20.81,68.47,461.91,0.33,2024-10-20,10:52:00,30.91
8.98,85.12,683.3,0.93,2024-10-20,10:56:00,33.79
34.46,65.01,276.25,1.39,2024-10-20,11:00:00,29.96
28.25,71.52,599.6,0.38,2024-10-20,11:04:00,30.71
42.93,75.47,663.48,0.24,2024-10-20,11:08:00,35.97
5.87,66.73,353.91,0.03,2024-10-20,11:12:00,35.9
39.28,75.75,524.95,0.42,2024-10-20,11:16:00,33.58
33.68,65.5,271.45,0.8,2024-10-20,11:20:00,33.05
5.75,79.57,114.39,0.23,2024-10-20,11:24:00,31.21
34.74,83.23,422.28,0.31,2024-10-20,11:28:00,32.39
22.08,62.19,141.46,0.62,2024-10-20,11:32:00,30.84
47.25,90.49,329.47,0.89,2024-10-20,11:36:00,35.4
7.08,66.48,628.47,0.61,2024-10-20,11:40:00,32.65
32.14,67.89,61.93,0.22,2024-10-20,11:44:00,32.03
19.1,83.15,21.91,0.31,2024-10-20,11:48:00,32.45
47.84,76.41,436.66,0.23,2024-10-20,11:52:00,31.06
16.5,77.48,238.36,0.57,2024-10-20,11:56:00,33.35
48.11,64.49,300.92,0.28,2024-10-20,12:00:00,31.87
45.07,88.2,292.11,0.24,2024-10-20,12:04:00,38.12
13.52,81.6,62.37,0.23,2024-10-20,12:08:00,31.42
40.18,64.74,2.57,1.54,2024-10-20,12:12:00,33.96
49.78,73.09,646.86,0.6,2024-10-20,12:16:00,35.97
12.63,88.36,156.81,1.19,2024-10-20,12:20:00,26.69
21.84,79.89,306.78,1.13,2024-10-20,12:24:00,31.41
26.01,63.8,699.79,1.16,2024-10-20,12:28:00,35.32
14.75,73.05,595.27,1.0,2024-10-20,12:32:00,27.75
0.76,68.49,77.71,1.67,2024-10-20,12:36:00,34.63
11.01,78.11,366.13,0.58,2024-10-20,12:40:00,32.89
14.1,89.52,525.66,0.6,2024-10-20,12:44:00,35.31
22.18,75.27,502.84,0.61,2024-10-20,12:48:00,31.62
8.56,75.17,547.81,0.11,2024-10-20,12:52:00,32.74
43.66,91.69,329.37,0.31,2024-10-20,12:56:00,29.86
35.25,80.17,126.66,1.03,2024-10-20,13:00:00,31.74
4.26,79.82,334.71,0.42,2024-10-20,13:04:00,30.63
32.5,69.17,466.48,1.02,2024-10-20,13:08:00,31.01
32.68,81.27,438.19,0.46,2024-10-20,13:12:00,32.47
47.81,80.16,50.78,1.39,2024-10-20,13:16:00,30.59
0.15,73.89,46.77,1.22,2024-10-20,13:20:00,27.69
12.4,94.67,694.99,0.22,2024-10-20,13:24:00,32.63
46.39,90.87,109.3,0.12,2024-10-20,13:28:00,32.57
46.61,86.24,212.01,0.15,2024-10-20,13:32:00,33.62
36.03,78.81,552.7,0.11,2024-10-20,13:36:00,32.11
38.29,76.17,294.97,0.69,2024-10-20,13:40:00,29.95
4.57,66.47,130.65,0.65,2024-10-20,13:44:00,35.16
25.69,70.7,336.41,0.66,2024-10-20,13:48:00,31.42
11.58,87.09,409.64,0.58,2024-10-20,13:52:00,30.15
9.06,75.88,325.99,0.75,2024-10-20,13:56:00,34.99
40.52,90.88,661.64,0.21,2024-10-20,14:00:00,35.48
6.75,65.18,204.98,1.52,2024-10-20,14:04:00,26.54
23.43,77.79,476.16,0.79,2024-10-20,14:08:00,30.2
46.93,82.64,80.85,0.19,2024-10-20,14:12:00,31.68
9.29,78.09,282.45,0.28,2024-10-20,14:16:00,32.6
48.9,91.12,533.52,0.69,2024-10-20,14:20:00,33.34
49.71,94.63,161.87,1.3,2024-10-20,14:24:00,37.06
27.78,64.05,424.64,0.27,2024-10-20,14:28:00,29.83
8.51,64.55,110.47,0.22,2024-10-20,14:32:00,32.32
15.81,64.56,73.95,0.97,2024-10-20,14:36:00,29.05
21.22,83.84,376.73,1.0,2024-10-20,14:40:00,32.45
15.47,73.04,486.01,0.43,2024-10-20,14:44:00,35.3
14.03,85.67,81.62,0.23,2024-10-20,14:48:00,26.39
48.61,74.19,660.8,0.33,2024-10-20,14:52:00,29.1
7.67,81.97,162.56,1.67,2024-10-20,14:56:00,33.53
36.67,86.95,86.38,0.95,2024-10-20,15:00:00,33.57
0.02,79.19,145.94,0.77,2024-10-20,15:04:00,30.29
29.81,78.88,122.09,0.44,2024-10-20,15:08:00,33.57
45.8,63.09,65.29,1.08,2024-10-20,15:12:00,34.54
14.4,74.38,574.44,0.27,2024-10-20,15:16:00,33.02
9.28,79.1,356.79,0.38,2024-10-20,15:20:00,34.83
32.58,76.17,279.73,0.34,2024-10-20,15:24:00,32.55
35.63,91.53,684.45,0.33,2024-10-20,15:28:00,31.37
34.4,91.73,267.13,0.14,2024-10-20,15:32:00,32.46
15.97,88.77,120.22,0.08,2024-10-20,15:36:00,33.57
12.61,73.14,197.31,0.44,2024-10-20,15:40:00,28.65
47.8,85.11,172.06,1.31,2024-10-20,15:44:00,32.41
46.16,73.84,359.09,1.04,2024-10-20,15:48:00,31.6
22.87,68.14,209.88,0.65,2024-10-20,15:52:00,30.79
42.31,72.0,371.56,0.49,2024-10-20,15:56:00,29.57
22.62,62.48,481.89,1.74,2024-10-20,16:00:00,28.07
21.22,71.61,559.66,0.72,2024-10-20,16:04:00,30.79
7.84,76.13,511.31,0.32,2024-10-20,16:08:00,30.63
21.32,93.44,148.03,0.51,2024-10-20,16:12:00,33.69
26.87,70.97,83.45,1.22,2024-10-20,16:16:00,34.06
1.13,91.59,390.56,0.08,2024-10-20,16:20:00,30.09
22.21,68.01,143.22,1.11,2024-10-20,16:24:00,30.06
39.07,66.68,61.15,0.49,2024-10-20,16:28:00,30.65
34.0,78.16,379.51,0.43,2024-10-20,16:32:00,34.01
31.76,83.54,235.29,0.27,2024-10-20,16:36:00,30.42
45.48,61.55,544.43,0.64,2024-10-20,16:40:00,35.68
0.9,67.74,226.22,0.68,2024-10-20,16:44:00,32.0
27.85,75.95,704.68,0.52,2024-10-20,16:48:00,32.62
39.37,71.59,546.14,0.29,2024-10-20,16:52:00,30.79
27.07,84.94,41.54,0.77,2024-10-20,16:56:00,34.96
16.19,77.89,366.39,1.34,2024-10-20,17:00:00,32.58
6.81,65.61,405.09,1.29,2024-10-20,17:04:00,30.74
44.38,91.31,500.62,0.32,2024-10-20,17:08:00,29.06
23.54,70.25,358.41,0.3,2024-10-20,17:12:00,33.06
43.91,85.59,348.08,0.56,2024-10-20,17:16:00,30.4
29.29,87.3,264.92,0.17,2024-10-20,17:20:00,31.32
33.71,93.71,195.45,0.71,2024-10-20,17:24:00,29.79
40.21,77.45,681.26,0.31,2024-10-20,17:28:00,29.81
32.96,81.55,228.67,0.27,2024-10-20,17:32:00,30.43
19.9,71.72,45.66,1.06,2024-10-20,17:36:00,31.51
25.68,83.74,120.45,0.19,2024-10-20,17:40:00,29.26
40.15,76.22,617.24,0.79,2024-10-20,17:44:00,31.12
18.68,75.32,422.38,0.08,2024-10-20,17:48:00,30.18
19.41,89.94,560.72,1.46,2024-10-20,17:52:00,31.37
4.78,61.76,582.32,0.51,2024-10-20,17:56:00,33.43
45.73,90.87,592.73,0.13,2024-10-20,18:00:00,32.01
4.55,89.82,396.44,0.5,2024-10-20,18:04:00,30.37
32.41,77.72,127.53,1.61,2024-10-20,18:08:00,31.48
20.66,77.16,106.73,0.17,2024-10-20,18:12:00,32.76
20.28,72.66,413.27,0.8,2024-10-20,18:16:00,32.96
33.98,94.8,263.89,0.61,2024-10-20,18:20:00,31.97
3.35,63.89,401.79,0.31,2024-10-20,18:24:00,35.14
29.69,80.66,358.9,0.52,2024-10-20,18:28:00,29.77
38.6,83.86,433.58,0.52,2024-10-20,18:32:00,32.58
41.41,92.7,23.12,0.06,2024-10-20,18:36:00,31.39
8.53,87.31,23.64,0.24,2024-10-20,18:40:00,33.55
44.87,82.53,519.55,0.35,2024-10-20,18:44:00,31.53
32.81,64.09,139.05,1.28,2024-10-20,18:48:00,35.66
44.09,73.08,469.58,1.96,2024-10-20,18:52:00,31.67
24.26,64.86,393.53,0.13,2024-10-20,18:56:00,32.95
27.1,90.84,706.89,0.88,2024-10-20,19:00:00,31.07
45.95,86.24,601.49,0.12,2024-10-20,19:04:00,32.15
45.0,86.51,297.46,1.69,2024-10-20,19:08:00,30.23
22.41,82.83,443.82,0.66,2024-10-20,19:12:00,32.31
13.72,77.75,84.45,0.42,2024-10-20,19:16:00,27.51
19.66,65.25,278.2,0.34,2024-10-20,19:20:00,30.36
19.39,71.54,528.4,0.49,2024-10-20,19:24:00,30.04
14.34,64.79,448.32,0.27,2024-10-20,19:28:00,35.22
13.43,85.37,348.82,0.38,2024-10-20,19:32:00,29.96
43.05,65.61,127.1,0.17,2024-10-20,19:36:00,30.43
3.49,84.57,578.27,0.73,2024-10-20,19:40:00,29.87
33.88,84.23,196.68,0.35,2024-10-20,19:44:00,32.21
8.64,76.08,590.74,0.55,2024-10-20,19:48:00,30.71
